=== Minecraft Coder Pack 2.9 === 
*** Compiling Minecraft 
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet52MultiBlockChange.class]
[checking net.minecraft.src.Packet51MapChunk]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet51MapChunk.class]
[checking net.minecraft.src.Packet53BlockChange]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet53BlockChange.class]
[checking net.minecraft.src.Packet255KickDisconnect]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet255KickDisconnect.class]
[checking net.minecraft.src.Packet22Collect]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet22Collect.class]
[checking net.minecraft.src.Packet3Chat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet3Chat.class]
[checking net.minecraft.src.Packet18ArmAnimation]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet18ArmAnimation.class]
[checking net.minecraft.src.Packet17Sleep]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet17Sleep.class]
[checking net.minecraft.src.Packet2Handshake]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet2Handshake.class]
[checking net.minecraft.src.Packet24MobSpawn]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet24MobSpawn.class]
[checking net.minecraft.src.Packet4UpdateTime]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet4UpdateTime.class]
[checking net.minecraft.src.Packet6SpawnPosition]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet6SpawnPosition.class]
[checking net.minecraft.src.Packet39]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet39.class]
[checking net.minecraft.src.Packet38]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet38.class]
[checking net.minecraft.src.Packet8]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet8.class]
[checking net.minecraft.src.Packet9]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet9.class]
[checking net.minecraft.src.Packet60]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet60.class]
[checking net.minecraft.src.Packet100]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet100.class]
[checking net.minecraft.src.Packet103]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet103.class]
[checking net.minecraft.src.Packet106]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet106.class]
[checking net.minecraft.src.Packet104]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet104.class]
[checking net.minecraft.src.Packet130]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet130.class]
[checking net.minecraft.src.Packet105]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet105.class]
[checking net.minecraft.src.Packet5PlayerInventory]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet5PlayerInventory.class]
[checking net.minecraft.src.Packet101]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet101.class]
[checking net.minecraft.src.Packet54]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet54.class]
[checking net.minecraft.src.NetworkManager]
[loading java\net\SocketException.class(java\net:SocketException.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NetworkManager.class]
[checking net.minecraft.src.WorldClient]
[loading java\util\AbstractSequentialList.class(java\util:AbstractSequentialList.class)]
[loading java\util\LinkedList$Entry.class(java\util:LinkedList$Entry.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldClient.class]
[checking net.minecraft.src.Packet14BlockDig]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet14BlockDig.class]
[checking net.minecraft.src.Packet15Place]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet15Place.class]
[checking net.minecraft.src.Packet16BlockItemSwitch]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet16BlockItemSwitch.class]
[checking net.minecraft.src.Packet19]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet19.class]
[checking net.minecraft.src.Packet7]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet7.class]
[checking net.minecraft.src.Packet102]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet102.class]
[checking net.minecraft.src.Packet27]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet27.class]
[checking net.minecraft.src.ICamera]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ICamera.class]
[checking net.minecraft.src.WorldRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldRenderer.class]
[checking net.minecraft.src.RenderBlocks]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderBlocks.class]
[checking net.minecraft.src.RenderList]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderList.class]
[checking net.minecraft.src.MovementInput]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MovementInput.class]
[checking net.minecraft.src.MouseFilter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MouseFilter.class]
[checking net.minecraft.src.EntityFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFX.class]
[checking net.minecraft.src.ImageBuffer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ImageBuffer.class]
[checking net.minecraft.src.ThreadDownloadImageData]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ThreadDownloadImageData.class]
[checking net.minecraft.src.ItemRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemRenderer.class]
[checking net.minecraft.src.RenderItem]
[checking net.minecraft.src.Render]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Render.class]
[checking net.minecraft.src.ModelRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelRenderer.class]
[checking net.minecraft.src.EnumMovingObjectType]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumMovingObjectType.class]
[checking net.minecraft.src.EnumOptions]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumOptions.class]
[checking net.minecraft.src.KeyBinding]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\KeyBinding.class]
[checking net.minecraft.src.SoundPool]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SoundPool.class]
[checking net.minecraft.src.TexturePackBase]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexturePackBase.class]
[checking net.minecraft.src.IChunkLoader]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\IChunkLoader.class]
[checking net.minecraft.src.ChunkCoordIntPair]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkCoordIntPair.class]
[checking net.minecraft.src.MobSpawnerBase]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerBase.class]
[checking net.minecraft.src.NoiseGeneratorOctaves2]
[checking net.minecraft.src.NoiseGenerator]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NoiseGenerator.class]
[checking net.minecraft.src.NibbleArray]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NibbleArray.class]
[checking net.minecraft.src.PathPoint]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PathPoint.class]
[checking net.minecraft.src.StepSound]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\StepSound.class]
[checking net.minecraft.src.BlockGrass]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockGrass.class]
[checking net.minecraft.src.BlockLeaves]
[checking net.minecraft.src.BlockLeavesBase]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLeavesBase.class]
[checking net.minecraft.src.BlockFlower]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFlower.class]
[checking net.minecraft.src.BlockFire]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFire.class]
[checking net.minecraft.src.BlockPortal]
[checking net.minecraft.src.BlockBreakable]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockBreakable.class]
[checking net.minecraft.src.Slot]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Slot.class]
[checking net.minecraft.src.WatchableObject]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WatchableObject.class]
[checking net.minecraft.src.EntityPainting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPainting.class]
[checking net.minecraft.src.ChunkProviderClient]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkProviderClient.class]
[checking net.minecraft.src.MCHashTable]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MCHashTable.class]
[checking net.minecraft.src.Tessellator]
[loading org\lwjgl\opengl\ARBVertexBufferObject.class(org\lwjgl\opengl:ARBVertexBufferObject.class)]
[loading org\lwjgl\opengl\ARBBufferObject.class(org\lwjgl\opengl:ARBBufferObject.class)]
[loading java\nio\ByteOrder.class(java\nio:ByteOrder.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Tessellator.class]
[checking net.minecraft.src.RenderManager]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RenderManager.class]
[checking net.minecraft.src.PositionTexureVertex]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PositionTexureVertex.class]
[checking net.minecraft.src.TexturedQuad]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TexturedQuad.class]
[checking net.minecraft.src.SoundPoolEntry]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SoundPoolEntry.class]
[checking net.minecraft.src.WorldGenerator]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WorldGenerator.class]
[checking net.minecraft.src.EnumCreatureType]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumCreatureType.class]
[checking net.minecraft.src.NoiseGenerator2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NoiseGenerator2.class]
[checking net.minecraft.src.EnumArt]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumArt.class]
[checking net.minecraft.src.HashEntry]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\HashEntry.class]
[checking net.minecraft.src.BaseMod]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BaseMod.class]
[checking net.minecraft.src.CraftingManager]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingManager.class]
[checking net.minecraft.src.InventoryCrafting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\InventoryCrafting.class]
[checking net.minecraft.src.BlockBed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockBed.class]
[checking net.minecraft.src.BlockBetty]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockBetty.class]
[checking net.minecraft.src.BlockBloodStone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockBloodStone.class]
[checking net.minecraft.src.BlockBookshelf]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockBookshelf.class]
[checking net.minecraft.src.BlockButton]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockButton.class]
[checking net.minecraft.src.BlockCactus]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockCactus.class]
[checking net.minecraft.src.BlockCake]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockCake.class]
[checking net.minecraft.src.BlockChest]
[checking net.minecraft.src.BlockContainer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockContainer.class]
[checking net.minecraft.src.BlockClay]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockClay.class]
[checking net.minecraft.src.BlockCloth]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockCloth.class]
[checking net.minecraft.src.BlockCrops]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockCrops.class]
[checking net.minecraft.src.BlockDirt]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockDirt.class]
[checking net.minecraft.src.BlockDispenser]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockDispenser.class]
[checking net.minecraft.src.BlockDoor]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockDoor.class]
[checking net.minecraft.src.BlockFence]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFence.class]
[checking net.minecraft.src.BlockFlowing]
[checking net.minecraft.src.BlockFluids]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFluids.class]
[checking net.minecraft.src.BlockFurnace]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockFurnace.class]
[checking net.minecraft.src.BlockGlass]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockGlass.class]
[checking net.minecraft.src.BlockGravel]
[checking net.minecraft.src.BlockSand]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSand.class]
[checking net.minecraft.src.BlockIce]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockIce.class]
[checking net.minecraft.src.BlockInvisPressurePlate]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockInvisPressurePlate.class]
[checking net.minecraft.src.EnumMobType]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumMobType.class]
[checking net.minecraft.src.BlockInvisPressurePlateDebris]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockInvisPressurePlateDebris.class]
[checking net.minecraft.src.BlockJukeBox]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockJukeBox.class]
[checking net.minecraft.src.BlockLadder]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLadder.class]
[checking net.minecraft.src.BlockLever]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLever.class]
[checking net.minecraft.src.BlockLightStone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLightStone.class]
[checking net.minecraft.src.BlockLog]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockLog.class]
[checking net.minecraft.src.BlockMinecartTrack]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockMinecartTrack.class]
[checking net.minecraft.src.BlockMobSpawner]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockMobSpawner.class]
[checking net.minecraft.src.BlockMobSpawnerWave]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockMobSpawnerWave.class]
[checking net.minecraft.src.BlockMushroom]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockMushroom.class]
[checking net.minecraft.src.BlockNote]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockNote.class]
[checking net.minecraft.src.BlockObsidian]
[checking net.minecraft.src.BlockStone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockStone.class]
[checking net.minecraft.src.BlockOre]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockOre.class]
[checking net.minecraft.src.BlockOreBlock]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockOreBlock.class]
[checking net.minecraft.src.BlockPressurePlate]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockPressurePlate.class]
[checking net.minecraft.src.BlockPumpkin]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockPumpkin.class]
[checking net.minecraft.src.BlockRedstoneOre]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockRedstoneOre.class]
[checking net.minecraft.src.BlockRedstoneRepeater]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockRedstoneRepeater.class]
[checking net.minecraft.src.BlockRedstoneTorch]
[checking net.minecraft.src.BlockTorch]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockTorch.class]
[checking net.minecraft.src.BlockRedstoneWire]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockRedstoneWire.class]
[checking net.minecraft.src.BlockReed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockReed.class]
[checking net.minecraft.src.BlockSandStone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSandStone.class]
[checking net.minecraft.src.BlockSapling]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSapling.class]
[checking net.minecraft.src.BlockSign]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSign.class]
[checking net.minecraft.src.BlockSlowSand]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSlowSand.class]
[checking net.minecraft.src.BlockSnow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSnow.class]
[checking net.minecraft.src.BlockSnowBlock]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSnowBlock.class]
[checking net.minecraft.src.BlockSoil]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSoil.class]
[checking net.minecraft.src.BlockSponge]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockSponge.class]
[checking net.minecraft.src.BlockStairs]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockStairs.class]
[checking net.minecraft.src.BlockStationary]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockStationary.class]
[checking net.minecraft.src.BlockStep]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockStep.class]
[checking net.minecraft.src.BlockTNT]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockTNT.class]
[checking net.minecraft.src.BlockWorkbench]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\BlockWorkbench.class]
[checking net.minecraft.src.CanvasCrashReport]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CanvasCrashReport.class]
[checking net.minecraft.src.CanvasIsomPreview]
[loading java\awt\geom\AffineTransform.class(java\awt\geom:AffineTransform.class)]
[loading java\awt\Shape.class(java\awt:Shape.class)]
[loading java\awt\RenderingHints$Key.class(java\awt:RenderingHints$Key.class)]
[loading java\awt\color\ColorSpace.class(java\awt\color:ColorSpace.class)]
[loading java\awt\image\BufferedImageOp.class(java\awt\image:BufferedImageOp.class)]
[loading java\text\AttributedCharacterIterator.class(java\text:AttributedCharacterIterator.class)]
[loading java\awt\event\InputEvent.class(java\awt\event:InputEvent.class)]
[loading java\awt\event\ComponentEvent.class(java\awt\event:ComponentEvent.class)]
[loading java\awt\AWTEvent.class(java\awt:AWTEvent.class)]
[loading java\util\EventObject.class(java\util:EventObject.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CanvasIsomPreview.class]
[checking net.minecraft.src.EnumOS1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumOS1.class]
[checking net.minecraft.src.IsoImageBuffer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\IsoImageBuffer.class]
[checking net.minecraft.src.CanvasMajongLogo]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CanvasMajongLogo.class]
[checking net.minecraft.src.CanvasMinecraftApplet]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CanvasMinecraftApplet.class]
[checking net.minecraft.src.ChatLine]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChatLine.class]
[checking net.minecraft.src.ChunkCache]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkCache.class]
[checking net.minecraft.src.ChunkFilePattern]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkFilePattern.class]
[checking net.minecraft.src.Empty2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Empty2.class]
[checking net.minecraft.src.ChunkFolderPattern]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkFolderPattern.class]
[checking net.minecraft.src.ChunkLoader]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkLoader.class]
[checking net.minecraft.src.ChunkPosition]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkPosition.class]
[checking net.minecraft.src.ChunkProviderGenerate]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkProviderGenerate.class]
[checking net.minecraft.src.NoiseGeneratorOctaves]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NoiseGeneratorOctaves.class]
[checking net.minecraft.src.MapGenBase]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MapGenBase.class]
[checking net.minecraft.src.NoiseGeneratorPerlin]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NoiseGeneratorPerlin.class]
[checking net.minecraft.src.ChunkProviderHell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkProviderHell.class]
[checking net.minecraft.src.ChunkProviderLoadOrGenerate]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ChunkProviderLoadOrGenerate.class]
[checking net.minecraft.src.ClippingHelper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ClippingHelper.class]
[checking net.minecraft.src.ClippingHelperImplementation]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ClippingHelperImplementation.class]
[checking net.minecraft.src.CodecMus]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CodecMus.class]
[checking net.minecraft.src.ColorizerFoliage]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ColorizerFoliage.class]
[checking net.minecraft.src.ColorizerGrass]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ColorizerGrass.class]
[checking net.minecraft.src.CompressedStreamTools]
[loading java\util\zip\InflaterInputStream.class(java\util\zip:InflaterInputStream.class)]
[loading java\util\zip\DeflaterOutputStream.class(java\util\zip:DeflaterOutputStream.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CompressedStreamTools.class]
[checking net.minecraft.src.CraftingInventoryChestCB]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingInventoryChestCB.class]
[checking net.minecraft.src.CraftingInventoryDispenserCB]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingInventoryDispenserCB.class]
[checking net.minecraft.src.CraftingInventoryFurnaceCB]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingInventoryFurnaceCB.class]
[checking net.minecraft.src.CraftingInventoryPlayerCB]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingInventoryPlayerCB.class]
[checking net.minecraft.src.CraftingInventoryWorkbenchCB]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\CraftingInventoryWorkbenchCB.class]
[checking net.minecraft.src.Empty1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Empty1.class]
[checking net.minecraft.src.EmptyChunk]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EmptyChunk.class]
[checking net.minecraft.src.EntityAnimals]
[checking net.minecraft.src.EntityCreature]
[checking net.minecraft.src.EntityArrow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityArrow.class]
[checking net.minecraft.src.EntityBoat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityBoat.class]
[checking net.minecraft.src.EntityBubbleFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityBubbleFX.class]
